FEAADAH (Federación Española de Asociaciones de Ayuda al TDAH);TDAH TRASTORNO DEFICID DE ATENCIÓN E HIPERACTIVIDAD;https://www.feaadah.org/;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patología / Especialidad Principal;;Web con Enfoque en Pacientes;;;;;;;;;;;;;;;;;;;;;;;;;
Sociedad Española de Oncología Médica;ONCOLOGÍA ;https://seom.org/;;;;;;;;;;;;;;;;;;;;;;;;;
;;"Busca: La SEOM mantiene una sección de ""Información sobre el cáncer"" dirigida a pacientes y familiares, que incluye guías y enlaces a asociaciones.";;;;;;;;;;;;;;;;;;;;;;;;;
Sociedad Española de Medicina Intensiva, Crítica y Unidades Coronarias;MEDICINA INTENSIVA, CRITICA Y CORONARIA ;https://semicyuc.org/;;;;;;;;;;;;;;;;;;;;;;;;;
Sociedad Española de Medicina de Familia y Comunitaria;MEDICINA FAMILIA Y  COMUNITARIA;https://www.semfyc.es/;;;;;;;;;;;;;;;;;;;;;;;;;
;;"Busca: Su programa ""Actividades de Formación y Materiales (AMF)"" y sus recursos a menudo abordan la salud desde la perspectiva del paciente y la Atención Primaria.";;;;;;;;;;;;;;;;;;;;;;;;;
Sociedad Española de Médicos de Atención Primaria;MEDICINA ATENCIÓN PRIMARIA;https://semergen.es/;;;;;;;;;;;;;;;;;;;;;;;;;
Sociedad Española de Cardiología;MEDICINA CARDIOLOGIA ;https://secardiologia.es/;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ámbito Principal;;Web de Referencia;Tipo de Información para Pacientes;;;;;;;;;;;;;;;;;;;;;;;;
Consejo General de Colegios Oficiales de Médicos;MEDICOS ;https://www.cgcom.es/;Transparencia y derechos. Puedes consultar el Registro de Colegiados para verificar a un profesional, lo que es una garantía de seguridad.;;;;;;;;;;;;;;;;;;;;;;;;
Sanidad a nivel nacional;MINISTERIO DE SANIDAD ;https://www.sanidad.gob.es/;Información de salud pública (vacunación, alertas, prevención, etc.) y documentación oficial sobre derechos del paciente.;;;;;;;;;;;;;;;;;;;;;;;;
Sanidad por CCAA (ej. Osakidetza, Servicio Madrileño de Salud);CONSEJERIA DE SALUD EUSKADI;Ej. https://www.osakidetza.euskadi.eus/;Información asistencial. Programas de escuela de pacientes, acceso a la historia clínica (carpeta de salud), citas y servicios de tu comunidad.;;;;;;;;;;;;;;;;;;;;;;;;
;CONSEJERIA DE SALUD MADRID;https://www.comunidad.madrid/centros/consejeria-sanidad;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALAVA ;;;;;;COMUNIDAD AUTÓNOMA;;;;;;;;;;;;;;;;;;;;;
;;;;;;Pais Vasco ;;;;;;;;;;;;;;;;;;;;;
NOMBRE DE LA ASOCIACIÓN;;MUNICIPIO;DIRECCIÓN;TELÉFONO;E-MAIL DE CONTACTO;;;;;;;;;;;;;;;;;;;;;;
ASAFES (Asociación Alavesa de Familiares y Personas con Enfermedad Mental);SALUD MENTAL ;Vitoria-Gasteiz;C/ Amadis, 2 (Entrada por C/ Blas de Otero), 01010;945 288 648;asafes@asafes.org;;;;;;;;;;;;;;;;;;;;;;
ALCER Álava (Asociación para la Lucha Contra las Enfermedades Renales de Álava);ENFERMEDAD RENAL ;Vitoria-Gasteiz;C/ Arquillos, 9-bajo, 01001;(Consultar en web/sede);(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
Asociación Española Contra el Cáncer (AECC) Álava;CÁNCER ;Vitoria-Gasteiz;Plaza Porticada, 1;945 263 297;alava@contraelcancer.es;;;;;;;;;;;;;;;;;;;;;;
ACABE Araba (Asociación contra la Anorexia y Bulimia de Álava);SALUD MENTAL ANOREXIA BULIMIA NERVIOSA TRASTORNO ALIMENTARIO;Vitoria-Gasteiz;C/ Pintor Vicente Abreu, 7 – bajo, 01008;945 242 578;contacto@acabealava.org;;;;;;;;;;;;;;;;;;;;;;
ASPACE Álava (Asociación de Parálisis Cerebral y Alteraciones Afines);PARALISIS CEREBRAL Y Afines ;Vitoria-Gasteiz;Avda. Reina Sofía, 100, 01015;945 357 578;asociacion@aspacealava.org;;;;;;;;;;;;;;;;;;;;;;
ASAFIMA (Asoc. Alavesa de Fibromialgia y Síndrome de Fatiga crónica);FIBROMIALGIA Y SINDRÍME DE FATIGA CRÓNICA;Vitoria-Gasteiz;C/ Pintor Vicente Abreu, 7, 01008;945 064 804 / 654 555 956;asafima@euskalnet.net;;;;;;;;;;;;;;;;;;;;;;
ARESBI (Asociación Alavesa de Espina Bífida e Hidrocefalia);ESPINA BÍFIDA E HIDROCEFALIA ;Vitoria-Gasteiz;C/ Pintor Vicente Abreu, 7, 01008;615 765 727 / 608 853 856;aresbi.elkartea@gmail.com;;;;;;;;;;;;;;;;;;;;;;
ADELES (Asociación de Enfermos/as de Lupus de Álava);LUPUS ;Vitoria-Gasteiz;Pintor Vicente Abreu, 7 - bajo, 01008;(Consultar en web/sede);(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
AVASPABI (Pacientes Bipolares Euskadi);SALUD MENTAL BIPOLAR ;Vitoria-Gasteiz;C/ Pintor Vicente Abreu, 7 bajo, 01008;659 035 532 / 659 502 085;avaspabi@hotmail.com;;;;;;;;;;;;;;;;;;;;;;
ACCU-ÁLAVA (Asociación de Enfermos de Crohn y Colitis Ulcerosa);ENFERMDAD DE CROHN Y COLITIS ULCEROSA DIGESTIVO ;Vitoria-Gasteiz;(Consultar sede en web);(Consultar en web);(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
Asociación COLOMBIA-EUSKADI;ASOCIACION DE COLOMBIA ;Vitoria-Gasteiz;(Sede en Casa Rogelia de Álvaro);636 825 458;coleuska@hotmail.com;;;;;;;;;;;;;;;;;;;;;;
Asociación de Parkinson de la Roda y Comarca (CIRENC);ENFERMEDAD NEUROLÓGOCIA PARKINSON ;967 440 404;;;;;;;;;;;;;;;;;;;;;;;;;
Asociación de Familiares y Enfermos de Párkinson de Villarrobledo;ENFERMEDAD NEUROLÓGICA PARKINSON ;967 147 273;;;;;;;;;;;;;;;;;;;;;;;;;
NOMBRE DE LA ASOCIACIÓN;;MUNICIPIO;DIRECCIÓN;TELÉFONO;E-MAIL DE CONTACTO;;;;;;;;;;;;;;;;;;;;;;
SARTU Álava;INSERCIÓN LABORAL ;Vitoria-Gasteiz;Portal del Rey, 20 Bajo, 01001;945 128 061;sartualava@alava.sartu.org;;https://alava.sartu.net/;;;;;;;;;;;;;;;;;;;;
Fundación Adsis - Álava;LUCHA CONTRA EXCLUSIÓN SOCIAL FORMACIÓN Y EMPLEO ;Vitoria-Gasteiz;C/ Pintorería, 27, bajo, 01001;945 286 358;araba@fundacionadsis.org;;https://www.fundacionadsis.org/;;;;;;;;;;;;;;;;;;;;
ALCONDES (Asociación de ayuda a personas en exclusión);EXCLUSIÓN SOCIAL ;Vitoria-Gasteiz;(Sede en Casa Rogelia de Álvaro);615 114 283;alcondes.euskadi@gmail.com;;;;;;;;;;;;;;;;;;;;;;
KIRA (Federación Coordinadora de Inmigrantes y Refugiados de Álava);INMIGRACIÓN Y REFUGIADOS ;Vitoria-Gasteiz;C/ Parque Norte Molinuevo, 2, 01006;(Consultar en web/sede);(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
PRESTATURIK;PROFESIONALES EXTRANJEROS INSERCION ;Vitoria-Gasteiz;C/ Perú 8, Bajo, 01012;945 069 970;prestaturik@gmail.com;;https://prestaturik.org/;;;;;;;;;;;;;;;;;;;;
AMAPASE (Asoc. de Apoyo Integral en las Crisis Familiares);ASOCIACION PADRES Y MADRES SEPARADOS, MEDIACIÓN FAMILIAR;Vitoria-Gasteiz;Casa de Asociaciones Rogelia de Álvaro c/ Panamá, s/n, 01012;(Consultar en web/sede);(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
BESARKA (Asoc. para el Acogimiento Familiar en Álava);ACOGIMIENTO FAMILIAR;Vitoria-Gasteiz;Casa de Asociaciones Itziar, C/ Zalburu;945 773 052;acogimiento@araba.eus;;;;;;;;;;;;;;;;;;;;;;
UME ALAIA Álava (Asoc. de Familias Adoptivas);FAMILIAS ADOPTIVAS ;Vitoria-Gasteiz;C/ San Ignacio de Loyola 8, 4º 9, 01001;657 722 011;umealaia.araba@gmail.com;;;;;;;;;;;;;;;;;;;;;;
ASPANAFOA (Asoc. de padres y madres de niños/as con cáncer de Álava);CÁNCER INFANTIL ;Vitoria-Gasteiz;Pintor Vicente Abreu, 7 Oficina 7;945 240 352;aspanafoa@aspanafoa.org;;;;;;;;;;;;;;;;;;;;;;
ARABAKO GORRAK (Asociación de Personas Sordas de Álava);SORDOS ;Vitoria-Gasteiz;C/ Palencia 6 bajo, 01002;945 286 948;arabakogorrak@telefonica.net;;;;;;;;;;;;;;;;;;;;;;
ALBACETE ;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOMBRE DE LA ASOCIACIÓN;;MUNICIPIO;DIRECCIÓN;TELÉFONO;E-MAIL DE CONTACTO;;;;;;;;;;;;;;;;;;;;;;
AFAEPS (Asoc. Familiares y Amigos de Personas con Enfermedad Mental);ENFERMEDAD MENTAL ;Albacete;Travesía de la Igualdad, 3, CP 02006;967 521 918;afaeps@afaeps.org;;;;;;;;;;;;;;;;;;;;;;
AFAEM VILLARROBLEDO (Asoc. Familiares y Amigos de Enfermos Mentales);ENFERMEDAD MENTAL ;Villarrobledo;C/ San Lorenzo, 39, CP 02600;967 144 442;afaemvillarrobledo@gmail.com;;;;;;;;;;;;;;;;;;;;;;
AFA Albacete (Asoc. Familiares de Enfermos de Alzheimer);ALZHEIMER ;Albacete;C/ Ebro, 14, CP 02006;967 500 545;afa@afa-albacete.org;;;;;;;;;;;;;;;;;;;;;;
AECC (Asociación Española Contra el Cáncer) - Sede Albacete;CÁNCER ;Albacete;C/ Albarderos, 1 Entreplanta;967 508 157;albacete@contraelcancer.es;;;;;;;;;;;;;;;;;;;;;;
ACEPAIN (Asoc. de Ayuda e Investigación de Enfermos de Cáncer);INVESTIGACIÓN CÁNCER ;Albacete;C/ Feria, 2 bajo 2, CP 02005;615 434 180;fundacionacepain@gmail.com;;;;;;;;;;;;;;;;;;;;;;
Asociación de Familiares y Enfermos de Párkinson de Albacete;ENFERMEDAD NEUROLÓGICA PARCKINSON ;Albacete;Avenida Cronista Mateos y Sotos, 14 Bajo, 02005;967 558 908 / 661 465 357;parkinsonalbacete@parkinsonalbacete.org;;;;;;;;;;;;;;;;;;;;;;
AFIBROVI (Asoc. de Fibromialgia y Fatiga Crónica de Villarrobledo);FIBROMIALGIA Y CANSANCIO CRÓNICO ;Villarrobledo;Plaza de la Constitución (Mercado Municipal de Abastos);967 146 860 / 606 782 102;(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
Asociación de Diabéticos de Villarrobledo;DIABETES ;Villarrobledo;Travesía la Loma, 39;647 936 901;(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
AREVI (Alcohólicos Rehabilitados de Villarrobledo);ALCOHOLISMO ;Villarrobledo;"Centro Social ""Lucas Blázquez"" - C/ Ángel, 29";640 914 541 (Alberto);(Consultar en sede);;;;;;;;;;;;;;;;;;;;;;
Asociación Aspe contra el Alzheimer, Parkinson y Otras;ENFERMEDAD NEUROLÓGICA PARCKINSON ALZHEIMER ;Aspe;Avda. Cortes Valencianas, 20;(No proporcionado en la búsqueda);aspecontraelalzheimer@hotmail.es;;;;;;;;;;;;;;;;;;;;;;
Delegación Provincial de Bienestar Social (JCCM);BIENESTAR SOCIAL ;Servicios Sociales Públicos (Dependencia, Inclusión Social, Mayores, Familia, Discapacidad).;Paseo Pedro Simón Abril, 10, 02071 Albacete.;967 558 000;bienestarsocial.ab@jccm.es;;;;;;;;;;;;;;;;;;;;;;
Consorcio de Servicios Sociales de la Provincia de Albacete;BIENESTAR SOCIAL ;Coordinación de Servicios Sociales entre la Diputación y los Ayuntamientos.;Paseo de la Libertad, 5, 02001 Albacete.;967 524 360;(No disponible directamente, pertenece a la Diputación de Albacete);;;;;;;;;;;;;;;;;;;;;;
Cáritas Diocesana de Albacete;CÁRITAS BIENESTAR SOCIAL ;Lucha contra la pobreza y la exclusión social (Acogida, empleo, vivienda, asistencia general).;Plaza de los Molinos, 3, 02006 Albacete.;967 222 600;www.caritasalbacete.org;;;;;;;;;;;;;;;;;;;;;;
Asociación de Autismo Albacete;AUTISMO ;Atención y apoyo a personas con Trastorno del Espectro Autista (TEA) y sus familias.;Centro de Asociaciones, C/ Pérez Ruiz de Alarcón (Albacete).;967 512 287;www.autismoalbacete.org;;;;;;;;;;;;;;;;;;;;;;
ADACE CLM (Daño Cerebral Adquirido);DAÑO CEREBRAL ADQUIRIDO ;Rehabilitación y apoyo a personas con Daño Cerebral Adquirido.;(Centro de referencia en CLM) Consultar sede Albacete.;628 268 433 (Contacto General);www.adaceclm.org;;;;;;;;;;;;;;;;;;;;;;
Centro Municipal de Servicios Sociales (Caudete);BIENESTAR SOCIAL ;Servicios Sociales de Atención Primaria en Caudete.;Calle Paracuellos de la Vega, 3, 02660 Caudete.;965 827 933;informacion@serviciossociales.caudete.org;;;;;;;;;;;;;;;;;;;;;;
Cruz Roja Española - Sede Albacete;CRUZ ROJA BIENESTAR SOCIAL ;Asistencia humanitaria, socorro, empleo, inclusión, formación y salud.;(Consultar sede específica en su web);(Consultar en su web);www.cruzroja.es;;;;;;;;;;;;;;;;;;;;;;
ALICANTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALCER Alicante (Asociación Alicantina para la Lucha Contra las Enfermedades Renales);ENFERMEDAD RENAL ;Alicante;C/ Martin Luther King, 4, Pta 2-4 · 03010;965 25 14 51;asociacion@alceralicante.org;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIEM (Asociación para la Integración de Enfermos Mentales de Alicante);SALUD MENTAL ;Alicante;C/ Ángel Lozano, 16, 2º dcha. · 03001;966 59 29 50 / 627 555 961;aiem.alicante@gmail.com;;;;;;;;;;;;;;;;;;;;;;
ADEMA (Asociación de Esclerosis Múltiple de Alicante);ESCLEROSIS MÚLTIPLE ;Alicante;(Consultar sede en web);(Consultar en web);info@ademalicante.org;;;;;;;;;;;;;;;;;;;;;;
ADACEA (Asociación de Daño Cerebral Adquirido de Alicante);DAÑO CEREBRAL ADQUIRIDO ;Alicante;(Consultar sede por email);(Consultar en web);admon.adaceaalicante@gmail.com;;;;;;;;;;;;;;;;;;;;;;
ADEFA (Asociación de Enfermos de Fibromialgia de Alicante);FIBROMIALGIA Y CANSANCIO CRÓNICO ;Alicante;C/ SERRANO, 5;646 323 801;alicantefibromialgia@gmail.com;;;;;;;;;;;;;;;;;;;;;;
ACCU Alicante (Asociación de Enfermos de Crohn y Colitis Ulcerosa);ENFERMEDAD DE CROHN COLITIS ULCEROSA DIGESTIVO ;Alicante;(Consultar sede en web);(Consultar en web);accu@accu.es;;;;;;;;;;;;;;;;;;;;;;
APANAH (Asociación Padres y Amigos de Niños Hipoacúsicos);SORDERA ;Alicante;C/ TUCUMAN, 26, 3º - A;966 980 714 / 645 830 511;apanah@apanah.com;;;;;;;;;;;;;;;;;;;;;;
ASPANION (Asociación Padres de Niños Oncológicos);CÁNCER INFANTIL ;Alicante;(Consultar sede de Alicante en web);(Consultar en web);alicante@aspanion.es;;;;;;;;;;;;;;;;;;;;;;
ADEFHIC (Asociación de Enfermos y Familiares con HII);Hipertensión Intracraneal;Alicante;C/ BERNARDO LOPEZ GARCIA, 33, 3º - D;611 559 519;presidenta@adefhic.org;;;;;;;;;;;;;;;;;;;;;;
Teléfono de la Esperanza de Alicante;SALUD MENTAL SUICIDIO ;Alicante;Avenida Benito Pérez Galdós, 41 - C;965 120 952 / 965 131 122;alicante@telefonodelaesperanza.org;;;;;;;;;;;;;;;;;;;;;;
Vida Libre (Afectados por Ludopatía y otras afecciones);SALUD MENTAL LUDOPATIA  ADICCIONES ;Alicante;Avenida Maisonnave, 33, Bl. 4, 2º - A;966 377 779 / 644 845 992;vidalibre.ludopatia@gmail.com;;;;;;;;;;;;;;;;;;;;;;
Asociación Iberoamericana Abya-Yala;IBEROAMERICANO ;Alicante;C/ Rosello, 47, 4º - A;608 687 239;asoc.ibero.abya.yala@gmail.com;;;;;;;;;;;;;;;;;;;;;;
Dirección Territorial de Servicios Sociales, Igualdad y Vivienda (GVA);SERVICIOS SOCIALES IGUALDAD VIVIENDA ;Servicios Sociales Públicos a nivel provincial (Dependencia, Discapacidad, Infancia, Renta Valenciana de Inclusión).;Rambla Méndez Núñez, 41, 03002 Alicante.;012 / 966 478 040 (Fax);serviciossociales.gva.es;;;;;;;;;;;;;;;;;;;;;;
Diputación de Alicante - Bienestar Social;BIENESTAR SOCIAL ;Apoyo técnico y económico a municipios, Teleasistencia, gestión del Hogar Provincial.;Hogar Provincial, C/ del Hogar Provincial, 33, 03559 Santa Faz (Alicante).;965 269 515;bienestarsocial@diputacionalicante.es;;;;;;;;;;;;;;;;;;;;;;
Ayuntamiento de Alicante - Concejalía de Bienestar Social;BIENESTAR SOCIAL ;Servicios Sociales de Atención Primaria (CEAS), urgencias sociales, inclusión, igualdad.;Plaza del Ayuntamiento, 1, 03002 Alicante (Sede Central).;900 700 096 (Emergencias Sociales);alicante.es/es/area-tematica/servicios-sociales;;;;;;;;;;;;;;;;;;;;;;
Asociación APSA;INTEGRACION PERSONAS CON DISCAPACIDAD ;Mejora de la calidad de vida de personas con Diversidad Funcional y sus familias (Atención Temprana, Educación, Empleo).;Avda. Salamanca, 27, 03005 Alicante.;965 920 567;www.asociacionapsa.com;;;;;;;;;;;;;;;;;;;;;;
Cáritas Diocesana de Orihuela-Alicante;CÁRITAS BIENESTAR SOCIAL ;Lucha contra la pobreza y exclusión social (acogida, empleo, vivienda, programas específicos).;(Consultar sede específica);(Consultar en su web);www.caritas.es/orihuela-alicante;;;;;;;;;;;;;;;;;;;;;;
Cruz Roja Española - Provincial de Alicante;CRUZ ROJA BIENESTAR SOCIAL ;Asistencia humanitaria, socorro, salud, empleo, inclusión social.;(Consultar sede provincial);(Consultar en su web);www.cruzroja.es;;;;;;;;;;;;;;;;;;;;;;
Fundación Cepaim - Sede Alicante;BIENESTAR SOCIAL INCLUSIÓN ;Inclusión social, protección internacional, convivencia intercultural y desarrollo comunitario.;(Consultar dirección sede Alicante);(Consultar en su web);www.cepaim.org/centro/alicante;;;;;;;;;;;;;;;;;;;;;;
Asociación Alicantina de Afectados por Ludopatía (Vida Libre);SALUD MENTAL LUDOPATIA ADICCIONES ;Tratamiento y apoyo psicológico a personas afectadas por ludopatía y sus familias.;Avenida Maisonnave, 33, Bl. 4, 2º - A, 03003 Alicante.;966 377 779;www.vidalibre-alicante.org;;;;;;;;;;;;;;;;;;;;;;
ALMERIA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOMBRE DE LA ASOCIACIÓN;;MUNICIPIO;DIRECCIÓN;TELÉFONO;E-MAIL DE CONTACTO;;;;;;;;;;;;;;;;;;;;;;
SALUD MENTAL EL TIMÓN (FEAFES ALMERÍA);SALUD MENTAL ;El Ejido;C/ Ángeles Martínez Chacón, 39 BIS, CP 04700;950 489 490 / 628 842 659;feafes.eltimon@gmail.com;;;;;;;;;;;;;;;;;;;;;;
AECC (Asociación Española Contra el Cáncer) - Oficina Provincial;CÁNCER ;Almería;C/ Gerona, 38, CP 04002;950 235 811;almeria@contraelcancer.es;;;;;;;;;;;;;;;;;;;;;;
APAL (Asociación Parkinson Almería);ENFERMEDAD NEUROLÓGICA PARCKINSON ALZHEIMER ;Almería;Espacio Alma, C/ Santiago Martínez Cabrejas, 04007;616 056 698;parkinsonalmeria@gmail.com;;;;;;;;;;;;;;;;;;;;;;
ALAL (Asociación de Autoinmunes y Lupus de Almería);LUPUS AUTOINMUNE ;Almería;Espacio Alma, C/ Santiago Martínez Cabrejas, 04007;950 102 025 / 659 964 727;info@alal.es;;;;;;;;;;;;;;;;;;;;;;
AENCOAL (Asociación de Enfermos del Corazón de Almería);ENFERMEDAD CARDÍACA ;(No especificado);(No especificado);950 343 307;juan_jose_alarcon@hotmail.com;;;;;;;;;;;;;;;;;;;;;;
FAAM (Federación Almeriense de Asoc. de Personas con Discapacidad);DISCAPACIDAD ;Almería;C/ Santiago Martínez Cabrejas, 04007;950 266 512;faam@faam.es;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOMBRE DE LA ASOCIACIÓN;;MUNICIPIO;DIRECCIÓN;TELÉFONO;E-MAIL DE CONTACTO;;;;;;;;;;;;;;;;;;;;;;
Cáritas Diocesana de Almería (Sede / Centro Mambré);CARITAS BIENESTAR SOCIAL ;Almería;C/ Alcalde Muñoz, 16;(Consultar en sede);(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
Cruz Roja Española (Comité Provincial de Almería);CRUZ ROJA BIENESTAR SOCIAL ;Almería;(Consultar sede provincial);(Consultar en web);(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
ACCEM (Oficina Almería);BIENESTAR SOCIAL ;Almería;(Consultar sede);(Consultar en web);(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
CONVIVE Fundación Cepaim (Centro Almería);INCLUSION INTERCULTURAL ;Almería;(Consultar sede);(Consultar en web);almeria@cepaim.org;;;;;;;;;;;;;;;;;;;;;;
CEAR (Comisión Española de Ayuda al Refugiado);REFUGIADOS INTERCULTURAL ;Almería;(Consultar sede);(Consultar en web);(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
FAAM (Federación Almeriense de Asoc. de Personas con Discapacidad);DISCAPACIDAD ;Almería;C/ Santiago Martínez Cabrejas, 04007;950 266 512;faam@faam.es;;;;;;;;;;;;;;;;;;;;;;
ASOC. LUNA (Promoción de la Mujer con Discapacidad);DISCAPACIDAD MUJER ;Almería;(Consultar sede);(Consultar en web/sede);(Consultar en web/sede);;;;;;;;;;;;;;;;;;;;;;
"Centro de Participación Activa Almería I ""Nueva Almería"" (Junta)";ACTIVIDAD PERSONAS MAYORES ANCIANOS;Almería;Calle Ohanes, 7, 04007;600 147 259;(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
"Centro de Participación Activa Almería II ""Antonio Saínz y López"" (Junta)";ACTIVIDAD PERSONAS MAYORES ANCIANOS;Almería;Avda. Padre Méndez, 2, 04006;950 801 548;(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
Fundación Adsis (Centro de Empleo y Formación);BIENESTAR SOCIAL FORMACION ;(Consultar sede);(Consultar en web);(Consultar en web);(Consultar en web);;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASTURIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nombre de la Asociación;;Dirección (Sede Principal);Población;Teléfono(s);Sitio Web;;;;;;;;;;;;;;;;;;;;;;
AFESA Salud Mental Asturias;SALUD MENTAL ;C/ Emilio Llaneza, 3 y 5, Bajo;Oviedo;985 11 51 42;https://www.afesasturias.org/;;;;;;;;;;;;;;;;;;;;;;
Asociación Española Contra el Cáncer (AECC) Asturias;CANCER ;C/ Uría, 26, 1º Izda.;Oviedo;985 20 32 45;https://www.contraelcancer.es/es/sede-asturias;;;;;;;;;;;;;;;;;;;;;;
AENFIPA (Asoc. de Enf. de Fibromialgia y SFC);FIBROMIALGIA Y CANSANCIO CRÓNICO ;C/ Jerónimo Ibrán, 2, Bajo Izq.;Oviedo;687 469 175;https://www.fibromialgia-asturias.org/;;;;;;;;;;;;;;;;;;;;;;
